Iter Residual Time
0 1.000e+00 0
1 9.760e-01 0.0
2 9.391e-01 287.7
3 8.931e-01 575.9000000000001
4 8.491e-01 867.5
5 8.089e-01 1155.7
6 7.712e-01 1439.1000000000001
7 7.412e-01 1735.3
8 7.079e-01 2030.1000000000001
9 6.769e-01 2317.3999999999996
10 6.491e-01 2606.5
11 6.157e-01 2889.8999999999996
12 5.874e-01 3176.0
13 5.597e-01 3450.5
14 5.348e-01 3725.8999999999996
15 5.113e-01 4006.2
16 4.850e-01 4302.2
17 4.582e-01 4597.9
18 4.401e-01 4889.3
19 4.151e-01 5184.4
20 3.932e-01 5475.7
21 3.723e-01 5766.2
22 3.616e-01 6059.5
23 3.452e-01 6346.599999999999
24 3.284e-01 6636.2
25 3.113e-01 6921.599999999999
26 2.966e-01 7203.5
27 2.827e-01 7488.5
28 2.740e-01 7768.3
29 2.594e-01 8047.099999999999
30 2.452e-01 8324.400000000001
31 2.356e-01 8589.5
32 2.221e-01 8856.300000000001
33 2.069e-01 9120.900000000001
34 1.964e-01 9387.7
35 1.889e-01 9660.5
36 1.775e-01 9931.900000000001
37 1.668e-01 10203.1
38 1.583e-01 10474.900000000001
39 1.524e-01 10741.6
40 1.494e-01 11003.400000000001
41 1.449e-01 11266.6
42 1.366e-01 11531.900000000001
43 1.271e-01 11795.400000000001
44 1.214e-01 12054.400000000001
45 1.148e-01 12319.300000000001
46 1.092e-01 12585.300000000001
47 1.073e-01 12856.7
48 1.043e-01 13137.5
49 9.682e-02 13412.6
50 9.143e-02 13707.0
51 8.591e-02 14009.6
52 8.244e-02 14302.6
53 7.880e-02 14597.400000000001
54 7.477e-02 14878.6
55 7.178e-02 15154.900000000001
56 6.835e-02 15444.900000000001
57 6.549e-02 15717.900000000001
58 6.263e-02 15983.0
59 6.108e-02 16247.400000000001
60 5.893e-02 16511.600000000002
61 5.756e-02 16779.7
62 5.634e-02 17056.5
63 5.528e-02 17326.3
64 5.277e-02 17602.600000000002
65 5.191e-02 17874.100000000002
66 5.008e-02 18162.2
67 4.845e-02 18428.3
68 4.505e-02 18700.600000000002
69 4.197e-02 18967.7
70 4.012e-02 19235.9
71 3.899e-02 19516.8
72 3.742e-02 19791.3
73 3.571e-02 20063.0
74 3.507e-02 20323.5
75 3.441e-02 20596.8
76 3.333e-02 20873.2
77 3.212e-02 21149.4
78 3.136e-02 21419.7
79 3.022e-02 21688.8
80 2.766e-02 21964.8
81 2.643e-02 22234.2
82 2.590e-02 22500.5
83 2.483e-02 22776.7
84 2.420e-02 23058.2
85 2.354e-02 23344.4
86 2.257e-02 23625.100000000002
87 2.090e-02 23906.4
88 2.041e-02 24178.3
89 2.000e-02 24446.8
90 1.951e-02 24724.2
91 1.875e-02 25003.9
92 1.828e-02 25282.5
93 1.783e-02 25566.9
94 1.741e-02 25843.600000000002
95 1.683e-02 26113.9
96 1.642e-02 26390.8
97 1.611e-02 26660.9
98 1.560e-02 26935.100000000002
99 1.526e-02 27219.100000000002
100 1.499e-02 27490.600000000002
