Iter Energy
0 1.0
1 0.7827867412631634
2 0.7196153947495543
3 0.6826809067514514
4 0.6552473717031012
5 0.6326620234153367
6 0.6131902298497238
7 0.5960041982486803
8 0.580607692105009
9 0.5666735466418402
10 0.5539668180261205
11 0.5423184345275214
12 0.5315812817832896
13 0.5216565516393371
14 0.5124476316783333
15 0.5038908455343106
16 0.49590934242075585
17 0.4884701862863065
18 0.48150970076499466
19 0.47499934127897275
20 0.46889958456660547
21 0.46318188605004523
22 0.45781989688820185
23 0.4527828767664702
24 0.4480532597907902
25 0.4436112843303442
26 0.4394327972807996
27 0.4355046242216113
28 0.43180919925871925
29 0.4283333479715784
30 0.4250617002028861
31 0.4219832772688548
32 0.419087100485697
33 0.41635779969611003
34 0.41378878768982147
35 0.41136908578304365
36 0.4090921067655041
37 0.4069468719534152
38 0.40492459839974704
39 0.403018698894227
40 0.401229173436855
41 0.39953626039681356
42 0.3979443512476176
43 0.39644246730547966
44 0.3950328043071572
45 0.3936999920953477
46 0.39244183493329354
47 0.39125833282099476
48 0.3901450942849364
49 0.3890933363780883
50 0.38810305910045056
51 0.38716987097850813
52 0.38628938053874595
53 0.3854593920444066
54 0.38467770975873244
55 0.38393994220820854
56 0.38324389365607736
57 0.3825895641023389
58 0.3819703663367206
59 0.38139069183273755
60 0.3808395619066021
61 0.3803213680318294
62 0.3798339144716618
63 0.37937280975258436
64 0.3789402496113546
65 0.3785296468376999
66 0.37814319716837785
67 0.3777809006033885
68 0.37743616993245915
69 0.3771112008923474
70 0.3768059934830533
71 0.3765183519678193
72 0.37624827634664537
73 0.3759913751460165
74 0.3757476483659327
75 0.375521487479909
76 0.3753063052776729
77 0.3751021017592243
78 0.3749110726613208
79 0.37473102224720484
80 0.3745619505168764
81 0.37439946599682056
82 0.3742501558973098
83 0.374105237271314
84 0.37397129732910583
85 0.37384394459717013
86 0.37372537481226453
87 0.3736111965008739
88 0.37350360539975586
89 0.3734026015089103
90 0.3733081848283373
91 0.3732181596212793
92 0.3731325258877364
93 0.373053479364466
94 0.37297662857795305
95 0.37290636500171265
96 0.37284049289898735
97 0.3727768165330195
98 0.3727175316405667
99 0.3726604424848714
100 0.3726077448026911
