Iter Residual Time
0 1.000e+00 0
100 9.557e-01 216.4000000000001
200 9.312e-01 416.9000000000001
300 9.118e-01 627.2999999999997
400 8.954e-01 827.7999999999997
500 8.810e-01 1020.0999999999999
600 8.681e-01 1209.2999999999997
700 8.565e-01 1399.4
800 8.459e-01 1584.7999999999997
900 8.362e-01 1773.0
1000 8.275e-01 1975.6
1100 8.197e-01 2162.9999999999995
1200 8.127e-01 2356.7000000000003
1300 8.064e-01 2564.7000000000003
1400 8.007e-01 2772.4999999999995
1500 7.955e-01 2979.4999999999995
1600 7.908e-01 3185.6
1700 7.865e-01 3391.4
1800 7.826e-01 3600.7999999999997
1900 7.790e-01 3807.1
2000 7.757e-01 4012.7999999999997
2100 7.726e-01 4214.799999999999
2200 7.699e-01 4423.9
2300 7.673e-01 4634.4
2400 7.649e-01 4845.6
2500 7.627e-01 5058.799999999999
2600 7.606e-01 5269.0
2700 7.587e-01 5478.200000000001
2800 7.569e-01 5692.700000000001
2900 7.553e-01 5902.299999999999
3000 7.537e-01 6111.0
3100 7.523e-01 6319.200000000001
3200 7.509e-01 6528.0
3300 7.496e-01 6740.700000000001
3400 7.485e-01 6949.5
3500 7.473e-01 7158.800000000001
3600 7.463e-01 7371.0
3700 7.453e-01 7573.300000000001
3800 7.444e-01 7756.4
3900 7.435e-01 7935.6
4000 7.427e-01 8122.1
4100 7.419e-01 8309.9
4200 7.412e-01 8495.800000000001
4300 7.405e-01 8681.4
4400 7.398e-01 8869.5
4500 7.392e-01 9057.0
4600 7.386e-01 9246.4
4700 7.380e-01 9437.4
4800 7.375e-01 9625.800000000001
4900 7.370e-01 9816.300000000001
5000 7.365e-01 10007.2
5100 7.361e-01 10207.6
5200 7.356e-01 10386.1
5300 7.352e-01 10566.0
5400 7.348e-01 10745.6
5500 7.344e-01 10924.300000000001
5600 7.341e-01 11115.800000000001
5700 7.337e-01 11311.6
5800 7.334e-01 11501.0
5900 7.331e-01 11711.5
6000 7.328e-01 11906.300000000001
6100 7.325e-01 12100.800000000001
6200 7.322e-01 12289.800000000001
6300 7.319e-01 12477.1
6400 7.317e-01 12666.0
6500 7.314e-01 12852.300000000001
6600 7.312e-01 13063.0
6700 7.309e-01 13265.1
6800 7.307e-01 13453.4
6900 7.305e-01 13645.6
7000 7.303e-01 13838.5
7100 7.301e-01 14029.7
7200 7.299e-01 14220.800000000001
7300 7.297e-01 14427.4
7400 7.295e-01 14625.500000000002
7500 7.294e-01 14832.199999999999
7600 7.292e-01 15028.500000000002
7700 7.290e-01 15223.000000000002
7800 7.289e-01 15412.699999999999
7900 7.287e-01 15602.6
8000 7.286e-01 15799.000000000002
8100 7.285e-01 15995.6
8200 7.283e-01 16187.4
8300 7.282e-01 16383.4
8400 7.281e-01 16571.0
8500 7.279e-01 16766.1
8600 7.278e-01 16964.0
8700 7.277e-01 17172.0
8800 7.276e-01 17378.199999999997
8900 7.275e-01 17570.899999999998
9000 7.274e-01 17764.699999999997
9100 7.273e-01 17963.1
9200 7.272e-01 18162.699999999997
9300 7.271e-01 18360.5
9400 7.270e-01 18544.899999999998
9500 7.269e-01 18729.8
9600 7.268e-01 18913.3
9700 7.267e-01 19113.199999999997
9800 7.266e-01 19318.5
9900 7.265e-01 19514.699999999997
10000 7.265e-01 19716.399999999998
