Iter Energy
0 1.0
1 0.9711744450765056
2 0.9494077453940906
3 0.947242099143928
4 0.9402290536489457
5 0.9426396875140747
6 0.9403035331862901
7 0.9432919389883304
8 0.9411454154472106
9 0.9433722218693422
10 0.9408137289958043
11 0.9421544221487529
12 0.9385204552955198
13 0.939126095578185
14 0.9348657079487303
15 0.935077983413126
16 0.9304502307354988
17 0.9303798791913799
18 0.9256796560794941
19 0.9251694185508994
20 0.9204753457097714
21 0.9196573179799153
22 0.9151061988616295
23 0.9140923790956456
24 0.9096958028216081
25 0.9085336848989998
26 0.9043433633673239
27 0.9030322424552053
28 0.8990216159818192
29 0.8976318260583805
30 0.8937771411163091
31 0.8923599044294035
32 0.888660456185761
33 0.8872452812997269
34 0.8836795690578837
35 0.8822707398635633
36 0.8788183871463214
37 0.877429253749465
38 0.8740781730021936
39 0.8727125999070973
40 0.869453303332601
41 0.8680888039548915
42 0.8649104731368821
43 0.8635322196370641
44 0.8604517156712745
45 0.8590381392847449
46 0.8560194871493638
47 0.8545760640543695
48 0.8516056325887885
49 0.8501613158271757
50 0.8472183025804279
51 0.8457799055367596
52 0.8428832158395211
53 0.8414344351362979
54 0.8386067619726032
55 0.8371211806489234
56 0.8343385618963952
57 0.832871758550409
58 0.8300807959817869
59 0.8286626304964054
60 0.8258612140045138
61 0.8244894401366152
62 0.8216817877400638
63 0.8203531008993263
64 0.8175477123118259
65 0.8162523458419374
66 0.8134594114978277
67 0.8121885824344789
68 0.809415477828039
69 0.8081644785023598
70 0.8054186537830651
71 0.8041881868322005
72 0.8014805284843126
73 0.8002707344356914
74 0.7976007550046912
75 0.7963866902396745
76 0.7937303573394701
77 0.7924892542188267
78 0.7898538072077502
79 0.7885973317038241
80 0.7859916194184174
81 0.7847287652866616
82 0.7821529304500946
83 0.7808947268979406
84 0.778344272632487
85 0.7771032287968527
86 0.7745670534356252
87 0.7733523035993922
88 0.7708216219823404
89 0.7696385742557825
90 0.7671103672389248
91 0.765952489292337
92 0.7634213443739176
93 0.7622818206269955
94 0.759745561827607
95 0.7586236171837503
96 0.756082172043937
97 0.7549810408297526
98 0.7524370091069503
99 0.7513533867321168
100 0.7488130943563692
