Iter Residual Time
0 1.000e+00 0
1 9.775e-01 0.0
2 9.433e-01 270.69999999999993
3 8.980e-01 537.0
4 8.525e-01 803.8000000000001
5 8.134e-01 1084.6999999999998
6 7.785e-01 1354.9
7 7.481e-01 1625.1
8 7.143e-01 1893.8000000000002
9 6.834e-01 2167.9
10 6.492e-01 2434.2000000000003
11 6.206e-01 2709.2000000000003
12 5.897e-01 2981.6
13 5.616e-01 3250.8
14 5.348e-01 3522.0
15 5.080e-01 3791.3
16 4.807e-01 4058.4
17 4.531e-01 4329.4
18 4.278e-01 4597.799999999999
19 4.048e-01 4869.299999999999
20 3.847e-01 5138.599999999999
21 3.619e-01 5411.5
22 3.406e-01 5685.0
23 3.210e-01 5954.5
24 3.028e-01 6223.9
25 2.859e-01 6496.9
26 2.689e-01 6770.599999999999
27 2.552e-01 7042.7
28 2.462e-01 7314.7
29 2.319e-01 7582.4
30 2.177e-01 7852.7
31 2.028e-01 8123.6
32 1.881e-01 8395.699999999999
33 1.796e-01 8666.199999999999
34 1.722e-01 8936.6
35 1.637e-01 9204.699999999999
36 1.559e-01 9472.8
37 1.452e-01 9747.9
38 1.417e-01 10019.1
39 1.322e-01 10288.199999999999
40 1.229e-01 10558.8
41 1.188e-01 10826.3
42 1.123e-01 11101.0
43 1.098e-01 11370.699999999999
44 1.045e-01 11641.0
45 1.006e-01 11913.199999999999
46 9.785e-02 12182.1
47 9.059e-02 12452.6
48 8.432e-02 12724.9
49 8.108e-02 12997.1
50 7.950e-02 13268.0
51 7.709e-02 13541.6
52 7.527e-02 13810.9
53 7.316e-02 14083.5
54 7.175e-02 14355.5
55 6.897e-02 14623.199999999999
56 6.643e-02 14893.699999999999
57 6.159e-02 15166.3
58 6.014e-02 15438.699999999999
59 5.758e-02 15714.6
60 5.617e-02 15986.6
61 5.287e-02 16255.499999999998
62 5.234e-02 16526.0
63 4.934e-02 16795.7
64 4.629e-02 17065.100000000002
65 4.300e-02 17334.300000000003
66 4.052e-02 17607.100000000002
67 3.789e-02 17882.2
68 3.655e-02 18157.800000000003
69 3.554e-02 18423.5
70 3.403e-02 18696.4
71 3.214e-02 18965.7
72 3.035e-02 19233.9
73 2.959e-02 19508.600000000002
74 2.877e-02 19775.5
75 2.713e-02 20046.300000000003
76 2.682e-02 20319.5
77 2.595e-02 20593.100000000002
78 2.484e-02 20863.7
79 2.448e-02 21137.2
80 2.364e-02 21404.300000000003
81 2.277e-02 21676.800000000003
82 2.215e-02 21949.4
83 2.140e-02 22221.4
84 2.055e-02 22494.4
85 2.000e-02 22779.800000000003
86 1.930e-02 23055.9
87 1.904e-02 23327.9
88 1.854e-02 23597.9
89 1.812e-02 23870.100000000002
90 1.718e-02 24141.4
91 1.656e-02 24416.4
92 1.640e-02 24689.100000000002
93 1.592e-02 24962.0
94 1.547e-02 25231.9
95 1.531e-02 25506.7
96 1.493e-02 25781.7
97 1.455e-02 26057.600000000002
98 1.386e-02 26330.800000000003
99 1.326e-02 26603.600000000002
100 1.310e-02 26877.9
