Iter Residual Time
0 1.000e+00 0
100 9.932e-01 85.10000000000014
200 9.903e-01 160.89999999999986
300 9.882e-01 238.79999999999995
400 9.864e-01 316.29999999999995
500 9.850e-01 397.29999999999995
600 9.837e-01 476.60000000000014
700 9.826e-01 551.3
800 9.817e-01 627.2
900 9.809e-01 717.3
1000 9.802e-01 801.3999999999999
1100 9.796e-01 874.5000000000002
1200 9.791e-01 948.6000000000001
1300 9.786e-01 1023.3
1400 9.782e-01 1096.3
1500 9.779e-01 1168.3
1600 9.775e-01 1242.3
1700 9.772e-01 1316.8999999999999
1800 9.769e-01 1391.7
1900 9.767e-01 1461.8
2000 9.764e-01 1535.6000000000001
2100 9.762e-01 1607.8999999999999
2200 9.760e-01 1681.8
2300 9.757e-01 1754.7
2400 9.755e-01 1828.3
2500 9.753e-01 1902.3999999999999
2600 9.751e-01 1976.3999999999999
2700 9.750e-01 2061.7
2800 9.748e-01 2136.5999999999995
2900 9.746e-01 2213.2
3000 9.744e-01 2295.8
3100 9.743e-01 2380.0
3200 9.741e-01 2462.3
3300 9.740e-01 2546.8
3400 9.738e-01 2631.8
3500 9.737e-01 2715.8999999999996
3600 9.736e-01 2800.0999999999995
3700 9.734e-01 2885.3
3800 9.733e-01 2965.3
3900 9.732e-01 3044.0999999999995
4000 9.730e-01 3121.8999999999996
4100 9.729e-01 3199.0999999999995
4200 9.728e-01 3289.2
4300 9.727e-01 3380.5999999999995
4400 9.726e-01 3478.0999999999995
4500 9.725e-01 3565.8
4600 9.724e-01 3655.5999999999995
4700 9.723e-01 3744.7
4800 9.722e-01 3838.8999999999996
4900 9.721e-01 3923.0
5000 9.720e-01 4003.7
5100 9.719e-01 4082.5999999999995
5200 9.718e-01 4179.5
5300 9.717e-01 4272.4
5400 9.716e-01 4351.3
5500 9.716e-01 4424.599999999999
5600 9.715e-01 4495.7
5700 9.714e-01 4567.9
5800 9.713e-01 4641.2
5900 9.713e-01 4716.5
6000 9.712e-01 4805.8
6100 9.711e-01 4888.7
6200 9.711e-01 4971.0
6300 9.710e-01 5050.3
6400 9.709e-01 5131.2
6500 9.709e-01 5210.4
6600 9.708e-01 5290.3
6700 9.707e-01 5369.3
6800 9.707e-01 5450.3
6900 9.706e-01 5531.0
7000 9.706e-01 5609.2
7100 9.705e-01 5689.5
7200 9.705e-01 5770.0
7300 9.704e-01 5848.2
7400 9.704e-01 5925.3
7500 9.703e-01 6003.2
7600 9.703e-01 6078.2
7700 9.702e-01 6168.8
7800 9.702e-01 6249.7
7900 9.701e-01 6326.8
8000 9.701e-01 6405.099999999999
8100 9.700e-01 6481.7
8200 9.700e-01 6558.900000000001
8300 9.699e-01 6638.2
8400 9.699e-01 6714.3
8500 9.699e-01 6790.2
8600 9.698e-01 6866.999999999999
8700 9.698e-01 6946.499999999999
8800 9.697e-01 7023.900000000001
8900 9.697e-01 7105.2
9000 9.697e-01 7179.900000000001
9100 9.696e-01 7252.2
9200 9.696e-01 7326.900000000001
9300 9.696e-01 7403.099999999999
9400 9.695e-01 7477.3
9500 9.695e-01 7559.900000000001
9600 9.695e-01 7633.400000000001
9700 9.694e-01 7706.099999999999
9800 9.694e-01 7780.499999999999
9900 9.694e-01 7854.999999999999
10000 9.693e-01 7926.8
