Iter Energy
0 1.0
1 0.7804504773531711
2 0.7150197177160824
3 0.6754371711884206
4 0.6450262170968847
5 0.6191626338301554
6 0.5961622912952212
7 0.575230332785863
8 0.5558946748992157
9 0.5378566974362577
10 0.5209078054050256
11 0.5048899057589784
12 0.4896822329764529
13 0.4751947618503913
14 0.46135283733103805
15 0.4480927830524254
16 0.43537727148967564
17 0.42314921348709345
18 0.41138665167710375
19 0.4000544542715863
20 0.38912627242945097
21 0.37858454025663774
22 0.36840290891205635
23 0.35857039971191934
24 0.34906944676216656
25 0.3398846799054955
26 0.331002924721361
27 0.32241320252597555
28 0.3141045346355516
29 0.30606374662954405
30 0.29828644703443796
31 0.2907572656929306
32 0.28347400686826457
33 0.2764213004031373
34 0.26959914629754866
35 0.26299217439419625
36 0.2566025804298374
37 0.2504127985104122
38 0.2444228286359205
39 0.23862608359608983
40 0.23301378044389015
41 0.22758372344256392
42 0.22232493390832359
43 0.21723631397279042
44 0.21231017855731313
45 0.2075436732041069
46 0.20292845411349325
47 0.19846232554871462
48 0.1941395785942015
49 0.18995472390806012
50 0.1859057853272087
51 0.18198705393607773
52 0.1781930403927734
53 0.17452242725524122
54 0.17096884688688443
55 0.16753120141932423
56 0.1642031232159639
57 0.1609826361137216
58 0.1578660073601096
59 0.15484906505528864
60 0.15193027218352845
61 0.14910523727131403
62 0.14637198415556354
63 0.14372634093643782
64 0.14116611187717926
65 0.13868866209367892
66 0.13629113712815197
67 0.1339702433754622
68 0.13172510254090658
69 0.12955286016670034
70 0.12745000307403145
71 0.12541609211554844
72 0.12344695539141204
73 0.1215421537542707
74 0.11969817402531245
75 0.11791391833615851
76 0.11618763009740288
77 0.11451667442493654
78 0.11290039259773224
79 0.11133593015800522
80 0.10982240881105246
81 0.10835719367276496
82 0.10693984559579121
83 0.1055686079907252
84 0.10424084597345794
85 0.10295677911766514
86 0.10171399211291357
87 0.10051138709082445
88 0.09934786618301905
89 0.09822167280009134
90 0.09713214822101408
91 0.09607753585638125
92 0.09505717698516561
93 0.09406997373898839
94 0.09311460867579507
95 0.09218976435353118
96 0.09129522119852095
97 0.09042944219503413
98 0.08959176862204345
99 0.0887808830374944
100 0.08799656586771125
