Iter Energy
0 1.0
1 0.9414352295370833
2 0.8801029142948109
3 0.8282016083789406
4 0.7914039600155898
5 0.7600194410745947
6 0.7377132650092496
7 0.7421251483496275
8 0.7250212734189305
9 0.7156609910468735
10 0.7061317048267837
11 0.7056281647463097
12 0.6975405942768058
13 0.6965239582589984
14 0.6954169917275528
15 0.6952269219579406
16 0.6952556971197392
17 0.6949221577528805
18 0.6949375301227967
19 0.6948270976170741
20 0.6948292977477206
21 0.6948103441272211
22 0.6948164636522828
23 0.6948104099993963
24 0.6948115012817627
25 0.6948115781326336
26 0.6948108096239247
27 0.6948113036652376
28 0.6948110291978415
29 0.6948110291978415
30 0.6948111938782792
31 0.6948108645174039
32 0.6948110291978415
33 0.6948112487717584
34 0.6948110291978415
35 0.6948110840913208
36 0.694811413452196
37 0.6948110291978415
38 0.6948111938782792
39 0.6948110840913208
40 0.6948111389848
41 0.6948114683456752
42 0.6948107525347065
43 0.6948109194108831
44 0.6948109765001015
45 0.6948117428130712
46 0.6948112509674975
47 0.6948116901153312
48 0.6948110840913208
49 0.6948108667131431
50 0.6948113036652376
51 0.6948115254348936
52 0.6948109765001015
53 0.6948111938782792
54 0.694811413452196
55 0.6948112487717584
56 0.6948113036652376
57 0.6948107547304456
58 0.6948115232391544
59 0.6948113036652376
60 0.6948109743043623
61 0.6948111411805391
62 0.6948111389848
63 0.6948107547304456
64 0.6948117428130712
65 0.6948114156479351
66 0.6948110862870599
67 0.6948111938782792
68 0.6948114705414143
69 0.6948116330261128
70 0.6948111389848
71 0.6948113058609767
72 0.6948109743043623
73 0.694811413452196
74 0.694811413452196
75 0.6948111960740183
76 0.6948110291978415
77 0.694811413452196
78 0.6948111960740183
79 0.6948111411805391
80 0.6948113585587168
81 0.6948114683456752
82 0.6948111938782792
83 0.6948110840913208
84 0.6948112487717584
85 0.6948110862870599
86 0.6948110862870599
87 0.694811687919592
88 0.6948113036652376
89 0.694811635221852
90 0.6948111938782792
91 0.6948115781326336
92 0.6948116330261128
93 0.6948115781326336
94 0.6948111389848
95 0.6948110862870599
96 0.6948108667131431
97 0.6948117999022896
98 0.6948115232391544
99 0.6948109194108831
100 0.6948114683456752
