Iter Energy
0 1.0
1 0.9709591375378304
2 0.9489862201491311
3 0.9463385548621506
4 0.9389023885437868
5 0.9404733462606807
6 0.937572610933627
7 0.939451613438703
8 0.9366459141402333
9 0.937556566659775
10 0.9342701473657881
11 0.9341819796126397
12 0.9300385255797589
13 0.9290390597594418
14 0.9243288807820207
15 0.9227905605478881
16 0.9178752137992261
17 0.9160152988639592
18 0.9110885869638727
19 0.9087646638119701
20 0.9039632166961978
21 0.901328521646749
22 0.8967129066137628
23 0.8938743875860928
24 0.8894429073286958
25 0.8864489298928251
26 0.8822018237467023
27 0.879103834096192
28 0.8750466111735774
29 0.8719210100896898
30 0.8680316932266332
31 0.8649251006659066
32 0.8611962111711885
33 0.8581339967162266
34 0.8545411003925808
35 0.8515109525279206
36 0.8480703747039483
37 0.8450707059094044
38 0.8417681149886321
39 0.8387914465729853
40 0.8356181408368862
41 0.8326778141177665
42 0.8295956645372672
43 0.8266849100475492
44 0.8236895185549711
45 0.8208143021208567
46 0.8179018876515259
47 0.815064310596414
48 0.8122402219735279
49 0.8094252610427728
50 0.8067123339647111
51 0.8038919649257726
52 0.8012892266796139
53 0.7984604611300403
54 0.7959637749411937
55 0.793147953280269
56 0.7907449329781036
57 0.787931069917463
58 0.7855907094542075
59 0.7827768705467095
60 0.7804926639440659
61 0.7776918435803846
62 0.7754630860057394
63 0.7726802904735965
64 0.7705107564044033
65 0.7677470352676282
66 0.7656388282230261
67 0.7628963772218477
68 0.7608472992658675
69 0.7581305054892628
70 0.7561299270434569
71 0.7534532823769362
72 0.7514867993854035
73 0.7488661109628743
74 0.746918170997574
75 0.7443563371961381
76 0.7424262376201971
77 0.7399161398500327
78 0.7380073916520766
79 0.7355449458363583
80 0.7336607108823169
81 0.7312415672596512
82 0.7293822385870253
83 0.7270017839071915
84 0.7251736808563598
85 0.7228275675537047
86 0.7210325806570042
87 0.7187202356433282
88 0.7169645986072684
89 0.7146712203976889
90 0.7129592346773781
91 0.7106806074506561
92 0.7090127099983997
93 0.7067512907878509
94 0.705126385929275
95 0.702880154653889
96 0.7012988506090369
97 0.6990681585872502
98 0.6975301501482299
99 0.6953163104326996
100 0.6938165452012448
