Iter Energy
0 1.0
1 0.9168821355007819
2 0.8533110923760697
3 0.7912862925310714
4 0.732618812005541
5 0.6795125603433647
6 0.6336030948008708
7 0.5951936187188183
8 0.5608126979021711
9 0.5324651386531638
10 0.5079507312521453
11 0.4857563727441392
12 0.46742886193143035
13 0.4499715388001556
14 0.4363895433174104
15 0.42566568950319683
16 0.41556821483414774
17 0.4076104067075157
18 0.4016027770331774
19 0.3961214094797709
20 0.3914923277282789
21 0.38806396739201077
22 0.38546816192556327
23 0.3833569829318874
24 0.3816452136877951
25 0.3803112459023074
26 0.379276801395016
27 0.3785833752866321
28 0.37802720277654134
29 0.37758020472390047
30 0.3772602764210048
31 0.3770346112958071
32 0.3768523735437404
33 0.37676145887165596
34 0.37672400171935333
35 0.3767265246262058
36 0.3767605498347221
37 0.3768149251744034
38 0.376880619560929
39 0.3769437976278264
40 0.37701297446019016
41 0.37708517921992507
42 0.37715259726343875
43 0.377221100003197
44 0.37728753655031116
45 0.3773516587860044
46 0.3774133942508113
47 0.37747355536904437
48 0.3775277923770183
49 0.3775781670758943
50 0.37762527012010527
51 0.3776688511951332
52 0.3777088663861505
53 0.3777464157595912
54 0.37778040364050414
55 0.3778115129044599
56 0.3778400202148735
57 0.3778660177928829
58 0.3778893387621429
59 0.3779113510695369
60 0.3779310446740272
61 0.3779482526992688
62 0.377964292590093
63 0.3779790391892409
64 0.37799205554417675
65 0.37800444172133474
66 0.37801483855679713
67 0.37802447786148136
68 0.3780337548688369
69 0.3780414465509119
70 0.37804851683817453
71 0.3780550952793668
72 0.37806092277700504
73 0.37806635064971106
74 0.37807111760425993
75 0.37807552884870427
76 0.3780792813707329
77 0.3780828999525369
78 0.37808611671366726
79 0.37808920392605583
80 0.3780915863054596
81 0.37809378863406967
82 0.37809573406093766
83 0.3780976685090986
84 0.378099519519087
85 0.378100885270229
86 0.3781023827658542
87 0.37810348722377135
88 0.378104850779172
89 0.37810572907572637
90 0.37810590912652003
91 0.378107228767093
92 0.37810797971064697
93 0.3781087262627182
94 0.37810929715547853
95 0.3781099141588079
96 0.37811039941765423
97 0.3781105750769651
98 0.3781107946511037
99 0.3781108429574142
100 0.3781113260205191
