Iter Energy
0 1.0
1 1.1065094643927285
2 1.180817989124871
3 1.091490546691365
4 0.9917862302468636
5 0.9075422849371495
6 0.8310921193010986
7 0.76543676913053
8 0.7043922633872834
9 0.6900776972095558
10 0.6747976929030958
11 0.6515206383355606
12 0.6216285758847935
13 0.6092339950964394
14 0.5821264992597371
15 0.554238378495187
16 0.5223386811243058
17 0.4920841174465594
18 0.4735397884164305
19 0.4389446165630992
20 0.41942983213940144
21 0.3965780330347432
22 0.37525724186517145
23 0.34659177880337744
24 0.33927508063282547
25 0.32513220152504474
26 0.310207268062979
27 0.2851626563445595
28 0.27139707774822097
29 0.2620240343717202
30 0.23794276824225674
31 0.2250040283037501
32 0.21089117900813983
33 0.20356102622401587
34 0.19068840351607813
35 0.17796286351873267
36 0.17012059445063193
37 0.16156076319198556
38 0.15246887943225834
39 0.14427142051068054
40 0.13797625678334208
41 0.13019622507405262
42 0.12497757139895027
43 0.12268159789165442
44 0.11681893688510071
45 0.11182585153238378
46 0.10687835258686573
47 0.10343267580654081
48 0.09953703490635644
49 0.09441278068489789
50 0.09145916957341593
51 0.08870572998256689
52 0.08523991563582259
53 0.08082612499856838
54 0.07749684173608307
55 0.07475184937479742
56 0.07182416204255632
57 0.06957018688448591
58 0.06718925472524905
59 0.06565902012962663
60 0.06387397413292353
61 0.061761873610843426
62 0.059518809082520246
63 0.05825020848986028
64 0.05671032976705417
65 0.05545302032580278
66 0.05441779478786943
67 0.05337802538654326
68 0.05246808720943428
69 0.05154935685208101
70 0.05027675825687651
71 0.049275911632409734
72 0.0481428149570545
73 0.047249248433489155
74 0.04653430576020824
75 0.04563590619435337
76 0.04482262359325995
77 0.04417805656780124
78 0.043506782323235765
79 0.04265267521527206
80 0.041757146798432586
81 0.04109830570940761
82 0.040529556472207524
83 0.04018652552640308
84 0.03997896160947919
85 0.039497316700893265
86 0.038772477390382185
87 0.03827638012417978
88 0.03755949048865358
89 0.037018404275979654
90 0.036644633854987174
91 0.03627337821448363
92 0.035917195447589034
93 0.035583964965623154
94 0.03524851744544922
95 0.03492202261407956
96 0.034730309740855655
97 0.03450611375567932
98 0.034162621045850765
99 0.033950996328231654
100 0.033720688282486914
