Frame:1 Iter:0 Residual:5.198e+02 Relative:1.000e+00 FramePastTime:792.5ms
Frame:1 Iter:1 Residual:5.196e+02 Relative:9.996e-01 FramePastTime:2161.4ms
Frame:1 Iter:2 Residual:5.191e+02 Relative:9.987e-01 FramePastTime:2163.8ms
Frame:1 Iter:3 Residual:5.185e+02 Relative:9.976e-01 FramePastTime:2166.0ms
Frame:1 Iter:4 Residual:5.180e+02 Relative:9.965e-01 FramePastTime:2168.1ms
Frame:1 Iter:5 Residual:5.175e+02 Relative:9.957e-01 FramePastTime:2171.5ms
Frame:1 Iter:6 Residual:5.171e+02 Relative:9.948e-01 FramePastTime:2173.6ms
Frame:1 Iter:7 Residual:5.167e+02 Relative:9.941e-01 FramePastTime:2175.6ms
Frame:1 Iter:8 Residual:5.163e+02 Relative:9.933e-01 FramePastTime:2177.6ms
Frame:1 Iter:9 Residual:5.160e+02 Relative:9.926e-01 FramePastTime:2189.0ms
Frame:1 Iter:10 Residual:5.156e+02 Relative:9.919e-01 FramePastTime:2191.0ms
Frame:1 Iter:11 Residual:5.153e+02 Relative:9.913e-01 FramePastTime:2193.1ms
Frame:1 Iter:12 Residual:5.149e+02 Relative:9.906e-01 FramePastTime:2195.0ms
Frame:1 Iter:13 Residual:5.146e+02 Relative:9.900e-01 FramePastTime:2197.1ms
Frame:1 Iter:14 Residual:5.143e+02 Relative:9.894e-01 FramePastTime:2199.0ms
Frame:1 Iter:15 Residual:5.140e+02 Relative:9.888e-01 FramePastTime:2201.0ms
Frame:1 Iter:16 Residual:5.137e+02 Relative:9.882e-01 FramePastTime:2202.9ms
Frame:1 Iter:17 Residual:5.134e+02 Relative:9.877e-01 FramePastTime:2205.5ms
Frame:1 Iter:18 Residual:5.131e+02 Relative:9.871e-01 FramePastTime:2207.5ms
Frame:1 Iter:19 Residual:5.128e+02 Relative:9.865e-01 FramePastTime:2209.4ms
Frame:1 Iter:20 Residual:5.125e+02 Relative:9.860e-01 FramePastTime:2211.5ms
Frame:1 Iter:21 Residual:5.122e+02 Relative:9.854e-01 FramePastTime:2213.5ms
Frame:1 Iter:22 Residual:5.120e+02 Relative:9.849e-01 FramePastTime:2215.4ms
Frame:1 Iter:23 Residual:5.117e+02 Relative:9.844e-01 FramePastTime:2217.3ms
Frame:1 Iter:24 Residual:5.114e+02 Relative:9.839e-01 FramePastTime:2219.4ms
Frame:1 Iter:25 Residual:5.111e+02 Relative:9.833e-01 FramePastTime:2222.1ms
Frame:1 Iter:26 Residual:5.109e+02 Relative:9.828e-01 FramePastTime:2224.4ms
Frame:1 Iter:27 Residual:5.106e+02 Relative:9.823e-01 FramePastTime:2226.4ms
Frame:1 Iter:28 Residual:5.104e+02 Relative:9.819e-01 FramePastTime:2228.6ms
Frame:1 Iter:29 Residual:5.101e+02 Relative:9.814e-01 FramePastTime:2230.5ms
Frame:1 Iter:30 Residual:5.099e+02 Relative:9.809e-01 FramePastTime:2232.4ms
Frame:1 Iter:31 Residual:5.096e+02 Relative:9.804e-01 FramePastTime:2234.5ms
Frame:1 Iter:32 Residual:5.094e+02 Relative:9.799e-01 FramePastTime:2236.5ms
Frame:1 Iter:33 Residual:5.091e+02 Relative:9.795e-01 FramePastTime:2238.7ms
Frame:1 Iter:34 Residual:5.089e+02 Relative:9.790e-01 FramePastTime:2240.7ms
Frame:1 Iter:35 Residual:5.087e+02 Relative:9.786e-01 FramePastTime:2242.8ms
Frame:1 Iter:36 Residual:5.084e+02 Relative:9.781e-01 FramePastTime:2244.9ms
Frame:1 Iter:37 Residual:5.082e+02 Relative:9.777e-01 FramePastTime:2246.9ms
Frame:1 Iter:38 Residual:5.080e+02 Relative:9.772e-01 FramePastTime:2248.8ms
Frame:1 Iter:39 Residual:5.077e+02 Relative:9.768e-01 FramePastTime:2250.7ms
Frame:1 Iter:40 Residual:5.075e+02 Relative:9.764e-01 FramePastTime:2252.6ms
